Gene	sgRNA	eff
ZNF146	sgRNA020712	1
ZNF146	sgRNA020711	1
ZNF146	sgRNA020709	1
ZNF146	sgRNA020710	1
LYRM2	sgRNA045325	1
LYRM2	sgRNA045326	1
LYRM2	sgRNA045324	1
LYRM2	sgRNA045323	1
LY9	sgRNA010885	1
LY9	sgRNA010888	1
LY9	sgRNA010887	1
LY9	sgRNA010886	1
CASP1	sgRNA002329	1
CASP1	sgRNA002331	1
CASP1	sgRNA002330	1
CASP1	sgRNA002332	1
SLA	sgRNA017417	1
SLA	sgRNA017419	1
SLA	sgRNA017420	1
SLA	sgRNA017418	1
NDUFA3	sgRNA012276	1
NDUFA3	sgRNA012274	1
NDUFA3	sgRNA012275	1
NDUFA3	sgRNA012273	1
PHKB	sgRNA013871	1
PHKB	sgRNA013872	1
PHKB	sgRNA013870	1
PHKB	sgRNA013869	1
PAQR5	sgRNA040769	1
PAQR5	sgRNA040767	1
PAQR5	sgRNA040768	1
PAQR5	sgRNA040770	1
SH2B3	sgRNA026755	1
SH2B3	sgRNA026754	1
SH2B3	sgRNA026753	1
SH2B3	sgRNA026756	1
RBCK1	sgRNA028684	1
RBCK1	sgRNA028683	1
RBCK1	sgRNA028682	1
RBCK1	sgRNA028681	1
LRRC42	sgRNA057475	1
LRRC42	sgRNA057473	1
LRRC42	sgRNA057476	1
LRRC42	sgRNA057474	1
TAF1	sgRNA018630	1
TAF1	sgRNA018629	1
TAF1	sgRNA018631	1
TAF1	sgRNA018632	1
GGA1	sgRNA034537	1
GGA1	sgRNA034535	1
GGA1	sgRNA034536	1
GGA1	sgRNA034538	1
HIBCH	sgRNA034915	1
HIBCH	sgRNA034918	1
HIBCH	sgRNA034917	1
HIBCH	sgRNA034916	1
B4GALT4	sgRNA022721	1
B4GALT4	sgRNA022722	1
B4GALT4	sgRNA022723	1
B4GALT4	sgRNA022724	1
SPIB	sgRNA018061	1
SPIB	sgRNA018063	1
SPIB	sgRNA018062	1
SPIB	sgRNA018064	1
PRSS2	sgRNA015041	1
PRSS2	sgRNA015042	1
PRSS2	sgRNA015044	1
PRSS2	sgRNA015043	1
TMEM200B	sgRNA072086	1
TMEM200B	sgRNA072087	1
TMEM200B	sgRNA072085	1
TMEM200B	sgRNA072088	1
DHRS9	sgRNA027241	1
DHRS9	sgRNA027243	1
DHRS9	sgRNA027244	1
DHRS9	sgRNA027242	1
PYCR1	sgRNA015599	1
PYCR1	sgRNA015597	1
PYCR1	sgRNA015600	1
PYCR1	sgRNA015598	1
ESCO2	sgRNA063017	1
ESCO2	sgRNA063020	1
ESCO2	sgRNA063019	1
ESCO2	sgRNA063018	1
CELF2	sgRNA028831	1
CELF2	sgRNA028832	1
CELF2	sgRNA028834	1
CELF2	sgRNA028833	1
CA14	sgRNA033364	1
CA14	sgRNA033365	1
CA14	sgRNA033366	1
CA14	sgRNA033363	1
ARHGEF38	sgRNA040753	1
ARHGEF38	sgRNA040754	1
ARHGEF38	sgRNA040751	1
ARHGEF38	sgRNA040752	1
BBS5	sgRNA059750	1
BBS5	sgRNA059752	1
BBS5	sgRNA059749	1
BBS5	sgRNA059751	1
RPL37A	sgRNA016439	1
RPL37A	sgRNA016440	1
RPL37A	sgRNA016437	1
RPL37A	sgRNA016438	1
FTSJ2	sgRNA036917	1
FTSJ2	sgRNA036916	1
FTSJ2	sgRNA036915	1
FTSJ2	sgRNA036918	1
KRTCAP3	sgRNA064744	1
KRTCAP3	sgRNA064741	1
KRTCAP3	sgRNA064743	1
KRTCAP3	sgRNA064742	1
OXGR1	sgRNA035793	1
OXGR1	sgRNA035792	1
OXGR1	sgRNA035794	1
OXGR1	sgRNA035791	1
ST5	sgRNA018321	1
ST5	sgRNA018324	1
ST5	sgRNA018322	1
ST5	sgRNA018323	1
CENPB	sgRNA003029	1
CENPB	sgRNA003031	1
CENPB	sgRNA003030	1
CENPB	sgRNA003032	1
GNGT2	sgRNA007388	1
GNGT2	sgRNA007387	1
GNGT2	sgRNA007386	1
GNGT2	sgRNA007385	1
STXBP1	sgRNA018453	1
STXBP1	sgRNA018456	1
STXBP1	sgRNA018455	1
STXBP1	sgRNA018454	1
KRT33A	sgRNA010391	1
KRT33A	sgRNA010392	1
KRT33A	sgRNA010390	1
KRT33A	sgRNA010389	1
OR4E2	sgRNA035254	1
OR4E2	sgRNA035252	1
OR4E2	sgRNA035253	1
OR4E2	sgRNA035251	1
PRKRA	sgRNA022376	1
PRKRA	sgRNA022373	1
PRKRA	sgRNA022374	1
PRKRA	sgRNA022375	1
ALDH18A1	sgRNA015604	1
ALDH18A1	sgRNA015603	1
ALDH18A1	sgRNA015602	1
ALDH18A1	sgRNA015601	1
TFRC	sgRNA019065	1
TFRC	sgRNA019066	1
TFRC	sgRNA019068	1
TFRC	sgRNA019067	1
TRAF7	sgRNA053172	1
TRAF7	sgRNA053171	1
TRAF7	sgRNA053173	1
TRAF7	sgRNA053174	1
TSPAN8	sgRNA019302	1
TSPAN8	sgRNA019304	1
TSPAN8	sgRNA019301	1
TSPAN8	sgRNA019303	1
ERCC8	sgRNA003307	1
ERCC8	sgRNA003305	1
ERCC8	sgRNA003308	1
ERCC8	sgRNA003306	1
GAGE10	sgRNA076418	1
GAGE10	sgRNA076419	1
GAGE10	sgRNA076421	1
GAGE10	sgRNA076420	1
CYLC2	sgRNA004326	1
CYLC2	sgRNA004325	1
CYLC2	sgRNA004328	1
CYLC2	sgRNA004327	1
UBA5	sgRNA050233	1
UBA5	sgRNA050232	1
UBA5	sgRNA050234	1
UBA5	sgRNA050231	1
ABCA13	sgRNA062905	1
ABCA13	sgRNA062906	1
ABCA13	sgRNA062908	1
ABCA13	sgRNA062907	1
STX16	sgRNA022651	1
STX16	sgRNA022650	1
STX16	sgRNA022652	1
STX16	sgRNA022649	1
TTPAL	sgRNA049100	1
TTPAL	sgRNA049101	1
TTPAL	sgRNA049102	1
TTPAL	sgRNA049099	1
ATXN7L2	sgRNA059261	1
ATXN7L2	sgRNA059262	1
ATXN7L2	sgRNA059264	1
ATXN7L2	sgRNA059263	1
GPCPD1	sgRNA044180	1
GPCPD1	sgRNA044182	1
GPCPD1	sgRNA044179	1
GPCPD1	sgRNA044181	1
PLA2G2A	sgRNA014076	1
PLA2G2A	sgRNA014074	1
PLA2G2A	sgRNA014073	1
PLA2G2A	sgRNA014075	1
ZNF224	sgRNA020850	1
ZNF224	sgRNA020849	1
ZNF224	sgRNA020851	1
ZNF224	sgRNA020852	1
CABP1	sgRNA024958	1
CABP1	sgRNA024959	1
CABP1	sgRNA024957	1
CABP1	sgRNA024960	1
PUS10	sgRNA062422	1
PUS10	sgRNA062424	1
PUS10	sgRNA062421	1
PUS10	sgRNA062423	1
DNAJB13	sgRNA070284	1
DNAJB13	sgRNA070282	1
DNAJB13	sgRNA070281	1
DNAJB13	sgRNA070283	1
PCP4L1	sgRNA074454	1
PCP4L1	sgRNA074456	1
PCP4L1	sgRNA074457	1
PCP4L1	sgRNA074455	1
GPA33	sgRNA027413	1
GPA33	sgRNA027415	1
GPA33	sgRNA027414	1
GPA33	sgRNA027416	1
CLUH	sgRNA032321	1
CLUH	sgRNA032319	1
CLUH	sgRNA032320	1
CLUH	sgRNA032322	1
GDPD3	sgRNA049019	1
GDPD3	sgRNA049020	1
GDPD3	sgRNA049021	1
GDPD3	sgRNA049022	1
OR2A42	sgRNA072555	1
OR2A42	sgRNA072553	1
OR2A42	sgRNA072556	1
OR2A42	sgRNA072554	1
UBE2D3	sgRNA019845	1
UBE2D3	sgRNA019848	1
UBE2D3	sgRNA019847	1
UBE2D3	sgRNA019846	1
KIAA0513	sgRNA025893	1
KIAA0513	sgRNA025896	1
KIAA0513	sgRNA025894	1
KIAA0513	sgRNA025895	1
C11orf53	sgRNA069282	1
C11orf53	sgRNA069281	1
C11orf53	sgRNA069284	1
C11orf53	sgRNA069283	1
TGFBR1	sgRNA019104	1
TGFBR1	sgRNA019101	1
TGFBR1	sgRNA019102	1
TGFBR1	sgRNA019103	1
ANGPTL2	sgRNA032845	1
ANGPTL2	sgRNA032846	1
ANGPTL2	sgRNA032843	1
ANGPTL2	sgRNA032844	1
ECEL1	sgRNA024806	1
ECEL1	sgRNA024805	1
ECEL1	sgRNA024808	1
ECEL1	sgRNA024807	1
OGFR	sgRNA029963	1
OGFR	sgRNA029965	1
OGFR	sgRNA029964	1
OGFR	sgRNA029966	1
HRSP12	sgRNA027505	1
HRSP12	sgRNA027508	1
HRSP12	sgRNA027506	1
HRSP12	sgRNA027507	1
KRTAP19-4	sgRNA068655	1
KRTAP19-4	sgRNA068653	1
KRTAP19-4	sgRNA068654	1
KRTAP19-4	sgRNA068656	1
ATPIF1	sgRNA056611	1
ATPIF1	sgRNA056609	1
ATPIF1	sgRNA056612	1
ATPIF1	sgRNA056610	1
RBM14-RBM4	sgRNA076010	1
RBM14-RBM4	sgRNA076011	1
RBM14-RBM4	sgRNA076012	1
RBM14-RBM4	sgRNA076013	1
RAD51AP2	sgRNA074934	1
RAD51AP2	sgRNA074935	1
RAD51AP2	sgRNA074933	1
RAD51AP2	sgRNA074932	1
RPS10-NUDT3	sgRNA076116	1
RPS10-NUDT3	sgRNA076117	1
RPS10-NUDT3	sgRNA076114	1
RPS10-NUDT3	sgRNA076115	1
EMX1	sgRNA005561	1
EMX1	sgRNA005563	1
EMX1	sgRNA005562	1
EMX1	sgRNA005564	1
GFY	sgRNA075929	1
GFY	sgRNA075926	1
GFY	sgRNA075927	1
GFY	sgRNA075928	1
GCNT2	sgRNA007011	1
GCNT2	sgRNA007010	1
GCNT2	sgRNA007009	1
GCNT2	sgRNA007012	1
CASP10	sgRNA002368	1
CASP10	sgRNA002366	1
CASP10	sgRNA002367	1
CASP10	sgRNA002365	1
ABCG5	sgRNA047583	1
ABCG5	sgRNA047586	1
ABCG5	sgRNA047584	1
ABCG5	sgRNA047585	1
SCIMP	sgRNA070978	1
SCIMP	sgRNA070979	1
SCIMP	sgRNA070980	1
SCIMP	sgRNA070977	1
OR4P4	sgRNA051537	1
OR4P4	sgRNA051536	1
OR4P4	sgRNA051535	1
OR4P4	sgRNA051538	1
HPS5	sgRNA030550	1
HPS5	sgRNA030547	1
HPS5	sgRNA030549	1
HPS5	sgRNA030548	1
GRHL2	sgRNA050508	1
GRHL2	sgRNA050510	1
GRHL2	sgRNA050509	1
GRHL2	sgRNA050507	1
APOPT1	sgRNA053520	1
APOPT1	sgRNA053522	1
APOPT1	sgRNA053521	1
APOPT1	sgRNA053519	1
UGT1A3	sgRNA040366	1
UGT1A3	sgRNA040363	1
UGT1A3	sgRNA040364	1
UGT1A3	sgRNA040365	1
GP6	sgRNA038140	1
GP6	sgRNA038141	1
GP6	sgRNA038139	1
GP6	sgRNA038142	1
TMEM133	sgRNA052689	1
TMEM133	sgRNA052687	1
TMEM133	sgRNA052688	1
TMEM133	sgRNA052690	1
FRS3	sgRNA029264	1
FRS3	sgRNA029263	1
FRS3	sgRNA029265	1
FRS3	sgRNA029266	1
WNT5B	sgRNA051481	1
WNT5B	sgRNA051479	1
WNT5B	sgRNA051480	1
WNT5B	sgRNA051482	1
HMX1	sgRNA008535	1
HMX1	sgRNA008534	1
HMX1	sgRNA008536	1
HMX1	sgRNA008533	1
P3H2	sgRNA041958	1
P3H2	sgRNA041957	1
P3H2	sgRNA041955	1
P3H2	sgRNA041956	1
KIF1C	sgRNA029066	1
KIF1C	sgRNA029063	1
KIF1C	sgRNA029064	1
KIF1C	sgRNA029065	1
HELB	sgRNA056352	1
HELB	sgRNA056349	1
HELB	sgRNA056350	1
HELB	sgRNA056351	1
BET1	sgRNA027624	1
BET1	sgRNA027622	1
BET1	sgRNA027623	1
BET1	sgRNA027621	1
CFAP61	sgRNA034515	1
CFAP61	sgRNA034518	1
CFAP61	sgRNA034517	1
CFAP61	sgRNA034516	1
TBC1D17	sgRNA049794	1
TBC1D17	sgRNA049792	1
TBC1D17	sgRNA049793	1
TBC1D17	sgRNA049791	1
FLG2	sgRNA071164	1
FLG2	sgRNA071162	1
FLG2	sgRNA071161	1
FLG2	sgRNA071163	1
MFSD4	sgRNA062076	1
MFSD4	sgRNA062075	1
MFSD4	sgRNA062074	1
MFSD4	sgRNA062073	1
SPTSSA	sgRNA064304	1
SPTSSA	sgRNA064303	1
SPTSSA	sgRNA064301	1
SPTSSA	sgRNA064302	1
FAM185A	sgRNA065975	1
FAM185A	sgRNA065976	1
FAM185A	sgRNA065973	1
FAM185A	sgRNA065974	1
THAP5	sgRNA064012	1
THAP5	sgRNA064011	1
THAP5	sgRNA064009	1
THAP5	sgRNA064010	1
ZNF324	sgRNA033741	1
ZNF324	sgRNA033740	1
ZNF324	sgRNA033742	1
ZNF324	sgRNA033739	1
DFNA5	sgRNA004725	1
DFNA5	sgRNA004728	1
DFNA5	sgRNA004727	1
DFNA5	sgRNA004726	1
WDR91	sgRNA036364	1
WDR91	sgRNA036366	1
WDR91	sgRNA036363	1
WDR91	sgRNA036365	1
LOC200726	sgRNA064746	1
LOC200726	sgRNA064748	1
LOC200726	sgRNA064747	1
LOC200726	sgRNA064745	1
CLEC4C	sgRNA064158	1
CLEC4C	sgRNA064159	1
CLEC4C	sgRNA064157	1
CLEC4C	sgRNA064160	1
CACNG1	sgRNA002191	1
CACNG1	sgRNA002190	1
CACNG1	sgRNA002189	1
CACNG1	sgRNA002192	1
HIST1H3D	sgRNA021701	1
HIST1H3D	sgRNA021704	1
HIST1H3D	sgRNA021702	1
HIST1H3D	sgRNA021703	1
SLC17A7	sgRNA044867	1
SLC17A7	sgRNA044868	1
SLC17A7	sgRNA044869	1
SLC17A7	sgRNA044870	1
XRCC2	sgRNA020367	1
XRCC2	sgRNA020368	1
XRCC2	sgRNA020366	1
XRCC2	sgRNA020365	1
SCMH1	sgRNA031332	1
SCMH1	sgRNA031334	1
SCMH1	sgRNA031333	1
SCMH1	sgRNA031331	1
IQGAP3	sgRNA059482	1
IQGAP3	sgRNA059484	1
IQGAP3	sgRNA059481	1
IQGAP3	sgRNA059483	1
RNF11	sgRNA035363	1
RNF11	sgRNA035364	1
RNF11	sgRNA035366	1
RNF11	sgRNA035365	1
ISM2	sgRNA061437	1
ISM2	sgRNA061440	1
ISM2	sgRNA061438	1
ISM2	sgRNA061439	1
CRISP2	sgRNA019538	1
CRISP2	sgRNA019540	1
CRISP2	sgRNA019537	1
CRISP2	sgRNA019539	1
GS1-259H13.2	sgRNA075714	1
GS1-259H13.2	sgRNA075715	1
GS1-259H13.2	sgRNA075712	1
GS1-259H13.2	sgRNA075713	1
OR8S1	sgRNA069339	1
OR8S1	sgRNA069337	1
OR8S1	sgRNA069338	1
OR8S1	sgRNA069340	1
SETD6	sgRNA050353	1
SETD6	sgRNA050354	1
SETD6	sgRNA050351	1
SETD6	sgRNA050352	1
DENND1C	sgRNA050465	1
DENND1C	sgRNA050463	1
DENND1C	sgRNA050464	1
DENND1C	sgRNA050466	1
ACHE	sgRNA000133	1
ACHE	sgRNA000134	1
ACHE	sgRNA000136	1
ACHE	sgRNA000135	1
CLDN7	sgRNA003798	1
CLDN7	sgRNA003797	1
CLDN7	sgRNA003800	1
CLDN7	sgRNA003799	1
PIGR	sgRNA013949	1
PIGR	sgRNA013951	1
PIGR	sgRNA013950	1
PIGR	sgRNA013952	1
GHRL	sgRNA039406	1
GHRL	sgRNA039404	1
GHRL	sgRNA039405	1
GHRL	sgRNA039403	1
HOXC10	sgRNA008735	1
HOXC10	sgRNA008736	1
HOXC10	sgRNA008734	1
HOXC10	sgRNA008733	1
KRT2	sgRNA010309	1
KRT2	sgRNA010310	1
KRT2	sgRNA010312	1
KRT2	sgRNA010311	1
BLK	sgRNA001738	1
BLK	sgRNA001740	1
BLK	sgRNA001739	1
BLK	sgRNA001737	1
CBS	sgRNA002450	1
CBS	sgRNA002451	1
CBS	sgRNA002449	1
CBS	sgRNA002452	1
CYP4Z1	sgRNA064621	1
CYP4Z1	sgRNA064623	1
CYP4Z1	sgRNA064622	1
CYP4Z1	sgRNA064624	1
TPTE	sgRNA019534	1
TPTE	sgRNA019533	1
TPTE	sgRNA019535	1
TPTE	sgRNA019536	1
C6orf58	sgRNA070038	1
C6orf58	sgRNA070040	1
C6orf58	sgRNA070037	1
C6orf58	sgRNA070039	1
FAM57B	sgRNA052424	1
FAM57B	sgRNA052423	1
FAM57B	sgRNA052426	1
FAM57B	sgRNA052425	1
SST	sgRNA018279	1
SST	sgRNA018280	1
SST	sgRNA018278	1
SST	sgRNA018277	1
PLSCR1	sgRNA014219	1
PLSCR1	sgRNA014217	1
PLSCR1	sgRNA014218	1
PLSCR1	sgRNA014220	1
SP140L	sgRNA056500	1
SP140L	sgRNA056498	1
SP140L	sgRNA056497	1
SP140L	sgRNA056499	1
C1QB	sgRNA001964	1
C1QB	sgRNA001961	1
C1QB	sgRNA001962	1
C1QB	sgRNA001963	1
FBXW2	sgRNA034736	1
FBXW2	sgRNA034735	1
FBXW2	sgRNA034737	1
FBXW2	sgRNA034738	1
GTF3C2	sgRNA007984	1
GTF3C2	sgRNA007981	1
GTF3C2	sgRNA007983	1
GTF3C2	sgRNA007982	1
C4orf29	sgRNA050826	1
C4orf29	sgRNA050823	1
C4orf29	sgRNA050824	1
C4orf29	sgRNA050825	1
KLHL10	sgRNA068536	1
KLHL10	sgRNA068535	1
KLHL10	sgRNA068533	1
KLHL10	sgRNA068534	1
ZC3H18	sgRNA058710	1
ZC3H18	sgRNA058709	1
ZC3H18	sgRNA058712	1
ZC3H18	sgRNA058711	1
MMADHC	sgRNA035881	1
MMADHC	sgRNA035880	1
MMADHC	sgRNA035879	1
MMADHC	sgRNA035882	1
VRK3	sgRNA038192	1
VRK3	sgRNA038193	1
VRK3	sgRNA038191	1
VRK3	sgRNA038194	1
SAT1	sgRNA016822	1
SAT1	sgRNA016823	1
SAT1	sgRNA016821	1
SAT1	sgRNA016824	1
FBXO47	sgRNA073430	1
FBXO47	sgRNA073431	1
FBXO47	sgRNA073432	1
FBXO47	sgRNA073429	1
TMTC4	sgRNA054417	1
TMTC4	sgRNA054416	1
TMTC4	sgRNA054415	1
TMTC4	sgRNA054418	1
PNLDC1	sgRNA062878	1
PNLDC1	sgRNA062879	1
PNLDC1	sgRNA062880	1
PNLDC1	sgRNA062877	1
DMRT1	sgRNA004872	1
DMRT1	sgRNA004870	1
DMRT1	sgRNA004869	1
DMRT1	sgRNA004871	1
CYHR1	sgRNA037286	1
CYHR1	sgRNA037284	1
CYHR1	sgRNA037283	1
CYHR1	sgRNA037285	1
ZNF366	sgRNA063959	1
ZNF366	sgRNA063960	1
ZNF366	sgRNA063957	1
ZNF366	sgRNA063958	1
CTSD	sgRNA004243	1
CTSD	sgRNA004241	1
CTSD	sgRNA004244	1
CTSD	sgRNA004242	1
FSTL1	sgRNA030345	1
FSTL1	sgRNA030346	1
FSTL1	sgRNA030344	1
FSTL1	sgRNA030343	1
IL21	sgRNA046711	1
IL21	sgRNA046712	1
IL21	sgRNA046713	1
IL21	sgRNA046714	1
SH3BGRL	sgRNA017274	1
SH3BGRL	sgRNA017273	1
SH3BGRL	sgRNA017276	1
SH3BGRL	sgRNA017275	1
TRIM8	sgRNA051757	1
TRIM8	sgRNA051756	1
TRIM8	sgRNA051755	1
TRIM8	sgRNA051758	1
TARS	sgRNA018719	1
TARS	sgRNA018717	1
TARS	sgRNA018718	1
TARS	sgRNA018720	1
SBSPON	sgRNA063080	1
SBSPON	sgRNA063078	1
SBSPON	sgRNA063077	1
SBSPON	sgRNA063079	1
TAF9	sgRNA018664	1
TAF9	sgRNA018662	1
TAF9	sgRNA018661	1
TAF9	sgRNA018663	1
NTRK1	sgRNA012891	1
NTRK1	sgRNA012890	1
NTRK1	sgRNA012892	1
NTRK1	sgRNA012889	1
SLC6A11	sgRNA017551	1
SLC6A11	sgRNA017550	1
SLC6A11	sgRNA017549	1
SLC6A11	sgRNA017552	1
SLC30A1	sgRNA020887	1
SLC30A1	sgRNA020888	1
SLC30A1	sgRNA020885	1
SLC30A1	sgRNA020886	1
PNPLA6	sgRNA029507	1
PNPLA6	sgRNA029509	1
PNPLA6	sgRNA029508	1
PNPLA6	sgRNA029510	1
SOWAHA	sgRNA060281	1
SOWAHA	sgRNA060282	1
SOWAHA	sgRNA060284	1
SOWAHA	sgRNA060283	1
FGL2	sgRNA029394	1
FGL2	sgRNA029392	1
FGL2	sgRNA029391	1
FGL2	sgRNA029393	1
SLITRK3	sgRNA031039	1
SLITRK3	sgRNA031041	1
SLITRK3	sgRNA031040	1
SLITRK3	sgRNA031042	1
PPP1R3G	sgRNA074206	1
PPP1R3G	sgRNA074209	1
PPP1R3G	sgRNA074208	1
PPP1R3G	sgRNA074207	1
ZNF878	sgRNA074972	1
ZNF878	sgRNA074973	1
ZNF878	sgRNA074974	1
ZNF878	sgRNA074975	1
IZUMO2	sgRNA059042	1
IZUMO2	sgRNA059044	1
IZUMO2	sgRNA059043	1
IZUMO2	sgRNA059041	1
CTXN2	sgRNA072118	1
CTXN2	sgRNA072119	1
CTXN2	sgRNA072117	1
CTXN2	sgRNA072120	1
PFKM	sgRNA013761	1
PFKM	sgRNA013762	1
PFKM	sgRNA013763	1
PFKM	sgRNA013764	1
RP9	sgRNA016262	1
RP9	sgRNA016264	1
RP9	sgRNA016261	1
RP9	sgRNA016263	1
CPAMD8	sgRNA035692	1
CPAMD8	sgRNA035693	1
CPAMD8	sgRNA035694	1
CPAMD8	sgRNA035691	1
PNOC	sgRNA014250	1
PNOC	sgRNA014251	1
PNOC	sgRNA014249	1
PNOC	sgRNA014252	1
FAP	sgRNA006080	1
FAP	sgRNA006078	1
FAP	sgRNA006077	1
FAP	sgRNA006079	1
ATXN3	sgRNA011511	1
ATXN3	sgRNA011510	1
ATXN3	sgRNA011509	1
ATXN3	sgRNA011512	1
CRABP2	sgRNA003852	1
CRABP2	sgRNA003850	1
CRABP2	sgRNA003851	1
CRABP2	sgRNA003849	1
PPIC	sgRNA014533	1
PPIC	sgRNA014536	1
PPIC	sgRNA014534	1
PPIC	sgRNA014535	1
FAM126A	sgRNA053983	1
FAM126A	sgRNA053985	1
FAM126A	sgRNA053986	1
FAM126A	sgRNA053984	1
SCAND1	sgRNA038348	1
SCAND1	sgRNA038350	1
SCAND1	sgRNA038349	1
SCAND1	sgRNA038347	1
TINAGL1	sgRNA047442	1
TINAGL1	sgRNA047440	1
TINAGL1	sgRNA047439	1
TINAGL1	sgRNA047441	1
TBX21	sgRNA037035	1
TBX21	sgRNA037036	1
TBX21	sgRNA037038	1
TBX21	sgRNA037037	1
TNFRSF11A	sgRNA022987	1
TNFRSF11A	sgRNA022985	1
TNFRSF11A	sgRNA022988	1
TNFRSF11A	sgRNA022986	1
CDH7	sgRNA002853	1
CDH7	sgRNA002855	1
CDH7	sgRNA002856	1
CDH7	sgRNA002854	1
RGP1	sgRNA026108	1
RGP1	sgRNA026105	1
RGP1	sgRNA026106	1
RGP1	sgRNA026107	1
RBM14	sgRNA028064	1
RBM14	sgRNA028061	1
RBM14	sgRNA028062	1
RBM14	sgRNA028063	1
PSENEN	sgRNA043577	1
PSENEN	sgRNA043576	1
PSENEN	sgRNA043578	1
PSENEN	sgRNA043575	1
UBE2A	sgRNA019830	1
UBE2A	sgRNA019832	1
UBE2A	sgRNA019829	1
UBE2A	sgRNA019831	1
KCNJ1	sgRNA010027	1
KCNJ1	sgRNA010026	1
KCNJ1	sgRNA010025	1
KCNJ1	sgRNA010028	1
CCDC70	sgRNA052110	1
CCDC70	sgRNA052108	1
CCDC70	sgRNA052109	1
CCDC70	sgRNA052107	1
ST6GAL2	sgRNA053853	1
ST6GAL2	sgRNA053851	1
ST6GAL2	sgRNA053854	1
ST6GAL2	sgRNA053852	1
PPEF2	sgRNA014508	1
PPEF2	sgRNA014507	1
PPEF2	sgRNA014505	1
PPEF2	sgRNA014506	1
SDC1	sgRNA017061	1
SDC1	sgRNA017064	1
SDC1	sgRNA017063	1
SDC1	sgRNA017062	1
EFEMP1	sgRNA006118	1
EFEMP1	sgRNA006119	1
EFEMP1	sgRNA006120	1
EFEMP1	sgRNA006117	1
ADRB3	sgRNA000430	1
ADRB3	sgRNA000432	1
ADRB3	sgRNA000431	1
ADRB3	sgRNA000429	1
TREM1	sgRNA039827	1
TREM1	sgRNA039829	1
TREM1	sgRNA039830	1
TREM1	sgRNA039828	1
LIPC	sgRNA010678	1
LIPC	sgRNA010680	1
LIPC	sgRNA010679	1
LIPC	sgRNA010677	1
USP28	sgRNA046112	1
USP28	sgRNA046113	1
USP28	sgRNA046114	1
USP28	sgRNA046111	1
TET2	sgRNA040574	1
TET2	sgRNA040573	1
TET2	sgRNA040571	1
TET2	sgRNA040572	1
PAFAH2	sgRNA013257	1
PAFAH2	sgRNA013258	1
PAFAH2	sgRNA013259	1
PAFAH2	sgRNA013260	1
ZYG11B	sgRNA049677	1
ZYG11B	sgRNA049678	1
ZYG11B	sgRNA049676	1
ZYG11B	sgRNA049675	1
RBM7	sgRNA027266	1
RBM7	sgRNA027267	1
RBM7	sgRNA027268	1
RBM7	sgRNA027265	1
ARIH2OS	sgRNA074089	1
ARIH2OS	sgRNA074087	1
ARIH2OS	sgRNA074088	1
ARIH2OS	sgRNA074086	1
TAS2R10	sgRNA037398	1
TAS2R10	sgRNA037397	1
TAS2R10	sgRNA037395	1
TAS2R10	sgRNA037396	1
KIAA0408	sgRNA025768	1
KIAA0408	sgRNA025766	1
KIAA0408	sgRNA025767	1
KIAA0408	sgRNA025765	1
AXDND1	sgRNA059244	1
AXDND1	sgRNA059242	1
AXDND1	sgRNA059241	1
AXDND1	sgRNA059243	1
LOC403312	sgRNA072632	1
LOC403312	sgRNA072631	1
LOC403312	sgRNA072630	1
LOC403312	sgRNA072629	1
SMPD2	sgRNA017797	1
SMPD2	sgRNA017799	1
SMPD2	sgRNA017800	1
SMPD2	sgRNA017798	1
TH	sgRNA019136	1
TH	sgRNA019135	1
TH	sgRNA019134	1
TH	sgRNA019133	1
ESRRA	sgRNA005809	1
ESRRA	sgRNA005811	1
ESRRA	sgRNA005812	1
ESRRA	sgRNA005810	1
C16orf52	sgRNA075041	1
C16orf52	sgRNA075040	1
C16orf52	sgRNA075043	1
C16orf52	sgRNA075042	1
GPIHBP1	sgRNA068714	1
GPIHBP1	sgRNA068715	1
GPIHBP1	sgRNA068713	1
GPIHBP1	sgRNA068716	1
RHOD	sgRNA036968	1
RHOD	sgRNA036967	1
RHOD	sgRNA036969	1
RHOD	sgRNA036970	1
BPHL	sgRNA001855	1
BPHL	sgRNA001856	1
BPHL	sgRNA001853	1
BPHL	sgRNA001854	1
PIP5K1A	sgRNA021819	1
PIP5K1A	sgRNA021818	1
PIP5K1A	sgRNA021820	1
PIP5K1A	sgRNA021817	1
GALR3	sgRNA022069	1
GALR3	sgRNA022071	1
GALR3	sgRNA022072	1
GALR3	sgRNA022070	1
PRR4	sgRNA030661	1
PRR4	sgRNA030659	1
PRR4	sgRNA030662	1
PRR4	sgRNA030660	1
NUP205	sgRNA031928	1
NUP205	sgRNA031930	1
NUP205	sgRNA031927	1
NUP205	sgRNA031929	1
OR7E24	sgRNA035229	1
OR7E24	sgRNA035230	1
OR7E24	sgRNA035227	1
OR7E24	sgRNA035228	1
BBIP1	sgRNA056255	1
BBIP1	sgRNA056253	1
BBIP1	sgRNA056254	1
BBIP1	sgRNA056256	1
IQSEC1	sgRNA026442	1
IQSEC1	sgRNA026444	1
IQSEC1	sgRNA026443	1
IQSEC1	sgRNA026441	1
SPINK7	sgRNA053939	1
SPINK7	sgRNA053940	1
SPINK7	sgRNA053942	1
SPINK7	sgRNA053941	1
SULT1E1	sgRNA018386	1
SULT1E1	sgRNA018385	1
SULT1E1	sgRNA018388	1
SULT1E1	sgRNA018387	1
