Gene	sgRNA	eff
F8	sgRNA005968	1
F8	sgRNA005966	1
F8	sgRNA005967	1
F8	sgRNA005965	1
KCNMB3	sgRNA035558	1
KCNMB3	sgRNA035557	1
KCNMB3	sgRNA035556	1
KCNMB3	sgRNA035555	1
ANKHD1	sgRNA040879	1
ANKHD1	sgRNA040880	1
ANKHD1	sgRNA040881	1
ANKHD1	sgRNA040882	1
BANP	sgRNA041181	1
BANP	sgRNA041180	1
BANP	sgRNA041182	1
BANP	sgRNA041179	1
CBY3	sgRNA074073	1
CBY3	sgRNA074071	1
CBY3	sgRNA074070	1
CBY3	sgRNA074072	1
FSCN3	sgRNA037021	1
FSCN3	sgRNA037020	1
FSCN3	sgRNA037019	1
FSCN3	sgRNA037022	1
DYNC1LI2	sgRNA004931	1
DYNC1LI2	sgRNA004932	1
DYNC1LI2	sgRNA004930	1
DYNC1LI2	sgRNA004929	1
WAC	sgRNA038505	1
WAC	sgRNA038506	1
WAC	sgRNA038504	1
WAC	sgRNA038503	1
ARFGEF3	sgRNA045308	1
ARFGEF3	sgRNA045309	1
ARFGEF3	sgRNA045307	1
ARFGEF3	sgRNA045310	1
ZNF585B	sgRNA056178	1
ZNF585B	sgRNA056179	1
ZNF585B	sgRNA056177	1
ZNF585B	sgRNA056180	1
CCPG1	sgRNA024266	1
CCPG1	sgRNA024268	1
CCPG1	sgRNA024267	1
CCPG1	sgRNA024265	1
POLDIP3	sgRNA053296	1
POLDIP3	sgRNA053295	1
POLDIP3	sgRNA053298	1
POLDIP3	sgRNA053297	1
SLC17A8	sgRNA066209	1
SLC17A8	sgRNA066211	1
SLC17A8	sgRNA066212	1
SLC17A8	sgRNA066210	1
HTR5A	sgRNA009055	1
HTR5A	sgRNA009056	1
HTR5A	sgRNA009054	1
HTR5A	sgRNA009053	1
CD300LB	sgRNA058782	1
CD300LB	sgRNA058783	1
CD300LB	sgRNA058784	1
CD300LB	sgRNA058781	1
C16orf13	sgRNA053490	1
C16orf13	sgRNA053488	1
C16orf13	sgRNA053487	1
C16orf13	sgRNA053489	1
HPS4	sgRNA055110	1
HPS4	sgRNA055108	1
HPS4	sgRNA055109	1
HPS4	sgRNA055107	1
FSHB	sgRNA006594	1
FSHB	sgRNA006595	1
FSHB	sgRNA006596	1
FSHB	sgRNA006593	1
LLGL2	sgRNA010689	1
LLGL2	sgRNA010691	1
LLGL2	sgRNA010690	1
LLGL2	sgRNA010692	1
C1orf115	sgRNA049877	1
C1orf115	sgRNA049878	1
C1orf115	sgRNA049875	1
C1orf115	sgRNA049876	1
ZNF485	sgRNA065650	1
ZNF485	sgRNA065651	1
ZNF485	sgRNA065649	1
ZNF485	sgRNA065652	1
MRGPRE	sgRNA057799	1
MRGPRE	sgRNA057797	1
MRGPRE	sgRNA057800	1
MRGPRE	sgRNA057798	1
CCDC175	sgRNA074971	1
CCDC175	sgRNA074968	1
CCDC175	sgRNA074969	1
CCDC175	sgRNA074970	1
ZCCHC11	sgRNA032443	1
ZCCHC11	sgRNA032445	1
ZCCHC11	sgRNA032444	1
ZCCHC11	sgRNA032446	1
WSB1	sgRNA034597	1
WSB1	sgRNA034596	1
WSB1	sgRNA034595	1
WSB1	sgRNA034598	1
NKX2-4	sgRNA073932	1
NKX2-4	sgRNA073930	1
NKX2-4	sgRNA073931	1
NKX2-4	sgRNA073933	1
LUZP4	sgRNA038158	1
LUZP4	sgRNA038157	1
LUZP4	sgRNA038155	1
LUZP4	sgRNA038156	1
TFDP2	sgRNA019037	1
TFDP2	sgRNA019038	1
TFDP2	sgRNA019039	1
TFDP2	sgRNA019040	1
ILDR2	sgRNA070784	1
ILDR2	sgRNA070781	1
ILDR2	sgRNA070783	1
ILDR2	sgRNA070782	1
MYLK	sgRNA012088	1
MYLK	sgRNA012087	1
MYLK	sgRNA012086	1
MYLK	sgRNA012085	1
NKRF	sgRNA043750	1
NKRF	sgRNA043748	1
NKRF	sgRNA043747	1
NKRF	sgRNA043749	1
PTP4A3	sgRNA030300	1
PTP4A3	sgRNA030299	1
PTP4A3	sgRNA030302	1
PTP4A3	sgRNA030301	1
MAB21L1	sgRNA010937	1
MAB21L1	sgRNA010938	1
MAB21L1	sgRNA010939	1
MAB21L1	sgRNA010940	1
ANGEL2	sgRNA055623	1
ANGEL2	sgRNA055624	1
ANGEL2	sgRNA055626	1
ANGEL2	sgRNA055625	1
FAM78A	sgRNA068430	1
FAM78A	sgRNA068429	1
FAM78A	sgRNA068432	1
FAM78A	sgRNA068431	1
TFEC	sgRNA030858	1
TFEC	sgRNA030856	1
TFEC	sgRNA030855	1
TFEC	sgRNA030857	1
PHC1	sgRNA005299	1
PHC1	sgRNA005300	1
PHC1	sgRNA005297	1
PHC1	sgRNA005298	1
C12orf65	sgRNA055885	1
C12orf65	sgRNA055886	1
C12orf65	sgRNA055887	1
C12orf65	sgRNA055888	1
RGL3	sgRNA045095	1
RGL3	sgRNA045097	1
RGL3	sgRNA045096	1
RGL3	sgRNA045098	1
PHC3	sgRNA050598	1
PHC3	sgRNA050596	1
PHC3	sgRNA050595	1
PHC3	sgRNA050597	1
KIZ	sgRNA043592	1
KIZ	sgRNA043591	1
KIZ	sgRNA043593	1
KIZ	sgRNA043594	1
C9orf142	sgRNA068419	1
C9orf142	sgRNA068418	1
C9orf142	sgRNA068420	1
C9orf142	sgRNA068417	1
TMEM257	sgRNA024004	1
TMEM257	sgRNA024003	1
TMEM257	sgRNA024002	1
TMEM257	sgRNA024001	1
EML3	sgRNA066759	1
EML3	sgRNA066758	1
EML3	sgRNA066760	1
EML3	sgRNA066757	1
TAC1	sgRNA018597	1
TAC1	sgRNA018600	1
TAC1	sgRNA018598	1
TAC1	sgRNA018599	1
PQLC2	sgRNA040926	1
PQLC2	sgRNA040925	1
PQLC2	sgRNA040924	1
PQLC2	sgRNA040923	1
ANO7	sgRNA037295	1
ANO7	sgRNA037297	1
ANO7	sgRNA037296	1
ANO7	sgRNA037298	1
SCRN1	sgRNA026029	1
SCRN1	sgRNA026031	1
SCRN1	sgRNA026030	1
SCRN1	sgRNA026032	1
WDR88	sgRNA059080	1
WDR88	sgRNA059078	1
WDR88	sgRNA059077	1
WDR88	sgRNA059079	1
CENPA	sgRNA003027	1
CENPA	sgRNA003028	1
CENPA	sgRNA003026	1
CENPA	sgRNA003025	1
SP140	sgRNA030637	1
SP140	sgRNA030638	1
SP140	sgRNA030635	1
SP140	sgRNA030636	1
TIMP4	sgRNA019214	1
TIMP4	sgRNA019216	1
TIMP4	sgRNA019215	1
TIMP4	sgRNA019213	1
GREM2	sgRNA047688	1
GREM2	sgRNA047689	1
GREM2	sgRNA047690	1
GREM2	sgRNA047687	1
MRGPRG	sgRNA070709	1
MRGPRG	sgRNA070712	1
MRGPRG	sgRNA070710	1
MRGPRG	sgRNA070711	1
UIMC1	sgRNA039368	1
UIMC1	sgRNA039370	1
UIMC1	sgRNA039369	1
UIMC1	sgRNA039367	1
ASPA	sgRNA001273	1
ASPA	sgRNA001275	1
ASPA	sgRNA001274	1
ASPA	sgRNA001276	1
TSHZ3	sgRNA046031	1
TSHZ3	sgRNA046032	1
TSHZ3	sgRNA046033	1
TSHZ3	sgRNA046034	1
DDX26B	sgRNA065111	1
DDX26B	sgRNA065112	1
DDX26B	sgRNA065110	1
DDX26B	sgRNA065109	1
TMEM221	sgRNA075294	1
TMEM221	sgRNA075293	1
TMEM221	sgRNA075295	1
TMEM221	sgRNA075292	1
EXOC5	sgRNA028763	1
EXOC5	sgRNA028764	1
EXOC5	sgRNA028766	1
EXOC5	sgRNA028765	1
FAHD2B	sgRNA062493	1
FAHD2B	sgRNA062495	1
FAHD2B	sgRNA062496	1
FAHD2B	sgRNA062494	1
SLC25A33	sgRNA053314	1
SLC25A33	sgRNA053311	1
SLC25A33	sgRNA053312	1
SLC25A33	sgRNA053313	1
RGS16	sgRNA016123	1
RGS16	sgRNA016122	1
RGS16	sgRNA016121	1
RGS16	sgRNA016124	1
ST8SIA1	sgRNA017366	1
ST8SIA1	sgRNA017368	1
ST8SIA1	sgRNA017367	1
ST8SIA1	sgRNA017365	1
IQCB1	sgRNA025513	1
IQCB1	sgRNA025514	1
IQCB1	sgRNA025516	1
IQCB1	sgRNA025515	1
PARD6B	sgRNA053828	1
PARD6B	sgRNA053827	1
PARD6B	sgRNA053830	1
PARD6B	sgRNA053829	1
ZNF114	sgRNA063626	1
ZNF114	sgRNA063625	1
ZNF114	sgRNA063627	1
ZNF114	sgRNA063628	1
ACTRT1	sgRNA060750	1
ACTRT1	sgRNA060751	1
ACTRT1	sgRNA060752	1
ACTRT1	sgRNA060749	1
BST2	sgRNA001900	1
BST2	sgRNA001897	1
BST2	sgRNA001898	1
BST2	sgRNA001899	1
STAU1	sgRNA018375	1
STAU1	sgRNA018373	1
STAU1	sgRNA018374	1
STAU1	sgRNA018376	1
GGH	sgRNA023146	1
GGH	sgRNA023148	1
GGH	sgRNA023145	1
GGH	sgRNA023147	1
HSPH1	sgRNA029234	1
HSPH1	sgRNA029232	1
HSPH1	sgRNA029233	1
HSPH1	sgRNA029231	1
IGF2	sgRNA009300	1
IGF2	sgRNA009297	1
IGF2	sgRNA009299	1
IGF2	sgRNA009298	1
MIS12	sgRNA048681	1
MIS12	sgRNA048682	1
MIS12	sgRNA048679	1
MIS12	sgRNA048680	1
RPL39	sgRNA016446	1
RPL39	sgRNA016445	1
RPL39	sgRNA016448	1
RPL39	sgRNA016447	1
EHHADH	sgRNA005411	1
EHHADH	sgRNA005412	1
EHHADH	sgRNA005410	1
EHHADH	sgRNA005409	1
NAAA	sgRNA035723	1
NAAA	sgRNA035724	1
NAAA	sgRNA035726	1
NAAA	sgRNA035725	1
CNST	sgRNA063736	1
CNST	sgRNA063733	1
CNST	sgRNA063734	1
CNST	sgRNA063735	1
CISD3	sgRNA067641	1
CISD3	sgRNA067642	1
CISD3	sgRNA067644	1
CISD3	sgRNA067643	1
TMPRSS2	sgRNA019344	1
TMPRSS2	sgRNA019342	1
TMPRSS2	sgRNA019341	1
TMPRSS2	sgRNA019343	1
IRX5	sgRNA027564	1
IRX5	sgRNA027561	1
IRX5	sgRNA027563	1
IRX5	sgRNA027562	1
UGT1A9	sgRNA040306	1
UGT1A9	sgRNA040303	1
UGT1A9	sgRNA040305	1
UGT1A9	sgRNA040304	1
POTEG	sgRNA072693	1
POTEG	sgRNA072694	1
POTEG	sgRNA072695	1
POTEG	sgRNA072696	1
SAMD9L	sgRNA065197	1
SAMD9L	sgRNA065198	1
SAMD9L	sgRNA065199	1
SAMD9L	sgRNA065200	1
HIBADH	sgRNA030152	1
HIBADH	sgRNA030153	1
HIBADH	sgRNA030154	1
HIBADH	sgRNA030151	1
DNAH2	sgRNA061651	1
DNAH2	sgRNA061649	1
DNAH2	sgRNA061650	1
DNAH2	sgRNA061652	1
ACTB	sgRNA000185	1
ACTB	sgRNA000188	1
ACTB	sgRNA000186	1
ACTB	sgRNA000187	1
GAS8	sgRNA006903	1
GAS8	sgRNA006901	1
GAS8	sgRNA006902	1
GAS8	sgRNA006904	1
SSR2	sgRNA018263	1
SSR2	sgRNA018264	1
SSR2	sgRNA018262	1
SSR2	sgRNA018261	1
SSNA1	sgRNA022515	1
SSNA1	sgRNA022513	1
SSNA1	sgRNA022514	1
SSNA1	sgRNA022516	1
AIMP1	sgRNA024321	1
AIMP1	sgRNA024322	1
AIMP1	sgRNA024323	1
AIMP1	sgRNA024324	1
CFAP46	sgRNA040548	1
CFAP46	sgRNA040547	1
CFAP46	sgRNA040550	1
CFAP46	sgRNA040549	1
SPRY4	sgRNA051955	1
SPRY4	sgRNA051956	1
SPRY4	sgRNA051957	1
SPRY4	sgRNA051958	1
TMCO1	sgRNA040085	1
TMCO1	sgRNA040086	1
TMCO1	sgRNA040084	1
TMCO1	sgRNA040083	1
HIF1AN	sgRNA042959	1
HIF1AN	sgRNA042960	1
HIF1AN	sgRNA042961	1
HIF1AN	sgRNA042962	1
IL20RA	sgRNA039643	1
IL20RA	sgRNA039646	1
IL20RA	sgRNA039644	1
IL20RA	sgRNA039645	1
CYYR1	sgRNA057674	1
CYYR1	sgRNA057673	1
CYYR1	sgRNA057675	1
CYYR1	sgRNA057676	1
NECAB3	sgRNA047197	1
NECAB3	sgRNA047196	1
NECAB3	sgRNA047198	1
NECAB3	sgRNA047195	1
GAB4	sgRNA059646	1
GAB4	sgRNA059648	1
GAB4	sgRNA059647	1
GAB4	sgRNA059645	1
MBOAT7	sgRNA048994	1
MBOAT7	sgRNA048992	1
MBOAT7	sgRNA048991	1
MBOAT7	sgRNA048993	1
NME9	sgRNA069881	1
NME9	sgRNA069882	1
NME9	sgRNA069883	1
NME9	sgRNA069884	1
DLX1	sgRNA004821	1
DLX1	sgRNA004823	1
DLX1	sgRNA004822	1
DLX1	sgRNA004824	1
PAPD4	sgRNA063943	1
PAPD4	sgRNA063942	1
PAPD4	sgRNA063941	1
PAPD4	sgRNA063944	1
PPIP5K1	sgRNA025580	1
PPIP5K1	sgRNA025577	1
PPIP5K1	sgRNA025578	1
PPIP5K1	sgRNA025579	1
WIZ	sgRNA046667	1
WIZ	sgRNA046669	1
WIZ	sgRNA046670	1
WIZ	sgRNA046668	1
POU3F1	sgRNA014452	1
POU3F1	sgRNA014449	1
POU3F1	sgRNA014451	1
POU3F1	sgRNA014450	1
DEDD	sgRNA024141	1
DEDD	sgRNA024142	1
DEDD	sgRNA024144	1
DEDD	sgRNA024143	1
ALDH5A1	sgRNA021068	1
ALDH5A1	sgRNA021067	1
ALDH5A1	sgRNA021065	1
ALDH5A1	sgRNA021066	1
SLC47A1	sgRNA042057	1
SLC47A1	sgRNA042056	1
SLC47A1	sgRNA042055	1
SLC47A1	sgRNA042058	1
MTFMT	sgRNA058608	1
MTFMT	sgRNA058605	1
MTFMT	sgRNA058606	1
MTFMT	sgRNA058607	1
LYPLAL1	sgRNA059272	1
LYPLAL1	sgRNA059271	1
LYPLAL1	sgRNA059269	1
LYPLAL1	sgRNA059270	1
CD300LG	sgRNA061701	1
CD300LG	sgRNA061703	1
CD300LG	sgRNA061702	1
CD300LG	sgRNA061704	1
HCST	sgRNA029378	1
HCST	sgRNA029377	1
HCST	sgRNA029376	1
HCST	sgRNA029375	1
LETM2	sgRNA060533	1
LETM2	sgRNA060534	1
LETM2	sgRNA060535	1
LETM2	sgRNA060536	1
FABP5	sgRNA006016	1
FABP5	sgRNA006014	1
FABP5	sgRNA006015	1
FABP5	sgRNA006013	1
C19orf24	sgRNA041308	1
C19orf24	sgRNA041309	1
C19orf24	sgRNA041307	1
C19orf24	sgRNA041310	1
SLC35B3	sgRNA037485	1
SLC35B3	sgRNA037484	1
SLC35B3	sgRNA037486	1
SLC35B3	sgRNA037483	1
ZNF630	sgRNA045338	1
ZNF630	sgRNA045336	1
ZNF630	sgRNA045335	1
ZNF630	sgRNA045337	1
SPATA24	sgRNA064969	1
SPATA24	sgRNA064970	1
SPATA24	sgRNA064971	1
SPATA24	sgRNA064972	1
CXADR	sgRNA004293	1
CXADR	sgRNA004295	1
CXADR	sgRNA004296	1
CXADR	sgRNA004294	1
TUBB4A	sgRNA027900	1
TUBB4A	sgRNA027898	1
TUBB4A	sgRNA027897	1
TUBB4A	sgRNA027899	1
FLJ45513	sgRNA074846	1
FLJ45513	sgRNA074844	1
FLJ45513	sgRNA074847	1
FLJ45513	sgRNA074845	1
LOC149373	sgRNA062158	1
LOC149373	sgRNA062160	1
LOC149373	sgRNA062157	1
LOC149373	sgRNA062159	1
C9orf91	sgRNA065064	1
C9orf91	sgRNA065061	1
C9orf91	sgRNA065062	1
C9orf91	sgRNA065063	1
SDHA	sgRNA017086	1
SDHA	sgRNA017085	1
SDHA	sgRNA017088	1
SDHA	sgRNA017087	1
PTPRU	sgRNA026924	1
PTPRU	sgRNA026921	1
PTPRU	sgRNA026922	1
PTPRU	sgRNA026923	1
NOXRED1	sgRNA058553	1
NOXRED1	sgRNA058554	1
NOXRED1	sgRNA058556	1
NOXRED1	sgRNA058555	1
FUNDC1	sgRNA060699	1
FUNDC1	sgRNA060698	1
FUNDC1	sgRNA060700	1
FUNDC1	sgRNA060697	1
SRM	sgRNA018192	1
SRM	sgRNA018191	1
SRM	sgRNA018189	1
SRM	sgRNA018190	1
DPYS	sgRNA005012	1
DPYS	sgRNA005011	1
DPYS	sgRNA005009	1
DPYS	sgRNA005010	1
MATN2	sgRNA011158	1
MATN2	sgRNA011159	1
MATN2	sgRNA011160	1
MATN2	sgRNA011157	1
GOT1	sgRNA007429	1
GOT1	sgRNA007431	1
GOT1	sgRNA007432	1
GOT1	sgRNA007430	1
GPR89B	sgRNA038815	1
GPR89B	sgRNA038817	1
GPR89B	sgRNA038816	1
GPR89B	sgRNA038818	1
SALL4	sgRNA045179	1
SALL4	sgRNA045182	1
SALL4	sgRNA045180	1
SALL4	sgRNA045181	1
NPBWR1	sgRNA007513	1
NPBWR1	sgRNA007516	1
NPBWR1	sgRNA007514	1
NPBWR1	sgRNA007515	1
STARD5	sgRNA051337	1
STARD5	sgRNA051338	1
STARD5	sgRNA051336	1
STARD5	sgRNA051335	1
NEDD8-MDP1	sgRNA076096	1
NEDD8-MDP1	sgRNA076097	1
NEDD8-MDP1	sgRNA076094	1
NEDD8-MDP1	sgRNA076095	1
VTI1B	sgRNA028272	1
VTI1B	sgRNA028269	1
VTI1B	sgRNA028270	1
VTI1B	sgRNA028271	1
WNT10A	sgRNA051140	1
WNT10A	sgRNA051141	1
WNT10A	sgRNA051142	1
WNT10A	sgRNA051139	1
FBXO38	sgRNA051652	1
FBXO38	sgRNA051653	1
FBXO38	sgRNA051654	1
FBXO38	sgRNA051651	1
PCDH1	sgRNA013395	1
PCDH1	sgRNA013393	1
PCDH1	sgRNA013394	1
PCDH1	sgRNA013396	1
TM9SF2	sgRNA024651	1
TM9SF2	sgRNA024649	1
TM9SF2	sgRNA024652	1
TM9SF2	sgRNA024650	1
ADPRH	sgRNA000387	1
ADPRH	sgRNA000388	1
ADPRH	sgRNA000385	1
ADPRH	sgRNA000386	1
PALM	sgRNA013289	1
PALM	sgRNA013290	1
PALM	sgRNA013291	1
PALM	sgRNA013292	1
TMEM248	sgRNA041473	1
TMEM248	sgRNA041471	1
TMEM248	sgRNA041472	1
TMEM248	sgRNA041474	1
ITIH5	sgRNA051321	1
ITIH5	sgRNA051320	1
ITIH5	sgRNA051319	1
ITIH5	sgRNA051322	1
PABPC4	sgRNA022901	1
PABPC4	sgRNA022903	1
PABPC4	sgRNA022904	1
PABPC4	sgRNA022902	1
PNPLA4	sgRNA021446	1
PNPLA4	sgRNA021448	1
PNPLA4	sgRNA021445	1
PNPLA4	sgRNA021447	1
SEMA6C	sgRNA028307	1
SEMA6C	sgRNA028308	1
SEMA6C	sgRNA028305	1
SEMA6C	sgRNA028306	1
C5orf49	sgRNA060216	1
C5orf49	sgRNA060213	1
C5orf49	sgRNA060214	1
C5orf49	sgRNA060215	1
IL22	sgRNA037265	1
IL22	sgRNA037263	1
IL22	sgRNA037264	1
IL22	sgRNA037266	1
NLRC4	sgRNA046543	1
NLRC4	sgRNA046544	1
NLRC4	sgRNA046545	1
NLRC4	sgRNA046546	1
RNF182	sgRNA065859	1
RNF182	sgRNA065860	1
RNF182	sgRNA065857	1
RNF182	sgRNA065858	1
COL25A1	sgRNA053819	1
COL25A1	sgRNA053820	1
COL25A1	sgRNA053821	1
COL25A1	sgRNA053822	1
CCDC14	sgRNA048005	1
CCDC14	sgRNA048004	1
CCDC14	sgRNA048003	1
CCDC14	sgRNA048006	1
MOSPD1	sgRNA044108	1
MOSPD1	sgRNA044107	1
MOSPD1	sgRNA044110	1
MOSPD1	sgRNA044109	1
RAPGEF6	sgRNA039399	1
RAPGEF6	sgRNA039400	1
RAPGEF6	sgRNA039402	1
RAPGEF6	sgRNA039401	1
LMF2	sgRNA055784	1
LMF2	sgRNA055785	1
LMF2	sgRNA055783	1
LMF2	sgRNA055786	1
CA3	sgRNA002104	1
CA3	sgRNA002101	1
CA3	sgRNA002102	1
CA3	sgRNA002103	1
POTEB3	sgRNA076422	1
POTEB3	sgRNA076424	1
POTEB3	sgRNA076423	1
POTEB3	sgRNA076425	1
KCTD15	sgRNA048801	1
KCTD15	sgRNA048802	1
KCTD15	sgRNA048799	1
KCTD15	sgRNA048800	1
TSPY4	sgRNA074684	1
TSPY4	sgRNA074683	1
TSPY4	sgRNA074682	1
TSPY4	sgRNA074685	1
A2ML1	sgRNA061351	1
A2ML1	sgRNA061349	1
A2ML1	sgRNA061350	1
A2ML1	sgRNA061352	1
HAL	sgRNA008167	1
HAL	sgRNA008166	1
HAL	sgRNA008168	1
HAL	sgRNA008165	1
CCT8	sgRNA028936	1
CCT8	sgRNA028937	1
CCT8	sgRNA028935	1
CCT8	sgRNA028938	1
CBX5	sgRNA032883	1
CBX5	sgRNA032884	1
CBX5	sgRNA032886	1
CBX5	sgRNA032885	1
FOXE1	sgRNA006415	1
FOXE1	sgRNA006416	1
FOXE1	sgRNA006414	1
FOXE1	sgRNA006413	1
IRF4	sgRNA009712	1
IRF4	sgRNA009710	1
IRF4	sgRNA009711	1
IRF4	sgRNA009709	1
TMEM45A	sgRNA041495	1
TMEM45A	sgRNA041498	1
TMEM45A	sgRNA041497	1
TMEM45A	sgRNA041496	1
KRTAP1-1	sgRNA051968	1
KRTAP1-1	sgRNA051967	1
KRTAP1-1	sgRNA051969	1
KRTAP1-1	sgRNA051970	1
HOXA6	sgRNA008650	1
HOXA6	sgRNA008651	1
HOXA6	sgRNA008649	1
HOXA6	sgRNA008652	1
CD101	sgRNA024712	1
CD101	sgRNA024709	1
CD101	sgRNA024710	1
CD101	sgRNA024711	1
AMPD2	sgRNA000741	1
AMPD2	sgRNA000743	1
AMPD2	sgRNA000744	1
AMPD2	sgRNA000742	1
ALDH3A2	sgRNA000635	1
ALDH3A2	sgRNA000633	1
ALDH3A2	sgRNA000634	1
ALDH3A2	sgRNA000636	1
SMIM23	sgRNA073973	1
SMIM23	sgRNA073971	1
SMIM23	sgRNA073972	1
SMIM23	sgRNA073970	1
POU3F2	sgRNA014454	1
POU3F2	sgRNA014453	1
POU3F2	sgRNA014456	1
POU3F2	sgRNA014455	1
SLC16A12	sgRNA070810	1
SLC16A12	sgRNA070809	1
SLC16A12	sgRNA070812	1
SLC16A12	sgRNA070811	1
LCP1	sgRNA010544	1
LCP1	sgRNA010542	1
LCP1	sgRNA010541	1
LCP1	sgRNA010543	1
GREB1	sgRNA025616	1
GREB1	sgRNA025613	1
GREB1	sgRNA025615	1
GREB1	sgRNA025614	1
NRL	sgRNA012860	1
NRL	sgRNA012859	1
NRL	sgRNA012857	1
NRL	sgRNA012858	1
PSMC5	sgRNA015229	1
PSMC5	sgRNA015232	1
PSMC5	sgRNA015230	1
PSMC5	sgRNA015231	1
N4BP1	sgRNA025599	1
N4BP1	sgRNA025597	1
N4BP1	sgRNA025598	1
N4BP1	sgRNA025600	1
OR13F1	sgRNA060632	1
OR13F1	sgRNA060631	1
OR13F1	sgRNA060629	1
OR13F1	sgRNA060630	1
FSCB	sgRNA052862	1
FSCB	sgRNA052859	1
FSCB	sgRNA052861	1
FSCB	sgRNA052860	1
IPMK	sgRNA066297	1
IPMK	sgRNA066299	1
IPMK	sgRNA066300	1
IPMK	sgRNA066298	1
TRIM43B	sgRNA074258	1
TRIM43B	sgRNA074261	1
TRIM43B	sgRNA074259	1
TRIM43B	sgRNA074260	1
POLDIP2	sgRNA034512	1
POLDIP2	sgRNA034511	1
POLDIP2	sgRNA034513	1
POLDIP2	sgRNA034514	1
ZNF296	sgRNA063589	1
ZNF296	sgRNA063591	1
ZNF296	sgRNA063590	1
ZNF296	sgRNA063592	1
CCDC183	sgRNA054619	1
CCDC183	sgRNA054620	1
CCDC183	sgRNA054622	1
CCDC183	sgRNA054621	1
SYPL2	sgRNA067934	1
SYPL2	sgRNA067936	1
SYPL2	sgRNA067935	1
SYPL2	sgRNA067933	1
C22orf46	sgRNA049477	1
C22orf46	sgRNA049478	1
C22orf46	sgRNA049476	1
C22orf46	sgRNA049475	1
ZNF580	sgRNA037994	1
ZNF580	sgRNA037991	1
ZNF580	sgRNA037992	1
ZNF580	sgRNA037993	1
ZRANB1	sgRNA040526	1
ZRANB1	sgRNA040523	1
ZRANB1	sgRNA040524	1
ZRANB1	sgRNA040525	1
SPIN3	sgRNA064107	1
SPIN3	sgRNA064105	1
SPIN3	sgRNA064106	1
SPIN3	sgRNA064108	1
MMP3	sgRNA011595	1
MMP3	sgRNA011593	1
MMP3	sgRNA011596	1
MMP3	sgRNA011594	1
OTOF	sgRNA024675	1
OTOF	sgRNA024673	1
OTOF	sgRNA024674	1
OTOF	sgRNA024676	1
COPG2	sgRNA035327	1
COPG2	sgRNA035329	1
COPG2	sgRNA035330	1
COPG2	sgRNA035328	1
SERPINE1	sgRNA013270	1
SERPINE1	sgRNA013272	1
SERPINE1	sgRNA013271	1
SERPINE1	sgRNA013269	1
CNOT4	sgRNA012719	1
CNOT4	sgRNA012720	1
CNOT4	sgRNA012717	1
CNOT4	sgRNA012718	1
SLC39A5	sgRNA067335	1
SLC39A5	sgRNA067336	1
SLC39A5	sgRNA067334	1
SLC39A5	sgRNA067333	1
CYP3A43	sgRNA048120	1
CYP3A43	sgRNA048122	1
CYP3A43	sgRNA048121	1
CYP3A43	sgRNA048119	1
RAB3IL1	sgRNA015653	1
RAB3IL1	sgRNA015654	1
RAB3IL1	sgRNA015656	1
RAB3IL1	sgRNA015655	1
ZNF827	sgRNA062668	1
ZNF827	sgRNA062667	1
ZNF827	sgRNA062666	1
ZNF827	sgRNA062665	1
LOC100129083	sgRNA075179	1
LOC100129083	sgRNA075178	1
LOC100129083	sgRNA075176	1
LOC100129083	sgRNA075177	1
UGT3A2	sgRNA063940	1
UGT3A2	sgRNA063938	1
UGT3A2	sgRNA063937	1
UGT3A2	sgRNA063939	1
GLTSCR1	sgRNA037018	1
GLTSCR1	sgRNA037015	1
GLTSCR1	sgRNA037017	1
GLTSCR1	sgRNA037016	1
TBC1D22B	sgRNA042874	1
TBC1D22B	sgRNA042872	1
TBC1D22B	sgRNA042871	1
TBC1D22B	sgRNA042873	1
SEMG2	sgRNA017146	1
SEMG2	sgRNA017148	1
SEMG2	sgRNA017145	1
SEMG2	sgRNA017147	1
LIPH	sgRNA064776	1
LIPH	sgRNA064774	1
LIPH	sgRNA064775	1
LIPH	sgRNA064773	1
LYZL2	sgRNA058120	1
LYZL2	sgRNA058119	1
LYZL2	sgRNA058118	1
LYZL2	sgRNA058117	1
PITPNC1	sgRNA034752	1
PITPNC1	sgRNA034751	1
PITPNC1	sgRNA034754	1
PITPNC1	sgRNA034753	1
ATP5J2-PTCD1	sgRNA076018	1
ATP5J2-PTCD1	sgRNA076020	1
ATP5J2-PTCD1	sgRNA076019	1
ATP5J2-PTCD1	sgRNA076021	1
MRPS15	sgRNA048291	1
MRPS15	sgRNA048292	1
MRPS15	sgRNA048294	1
MRPS15	sgRNA048293	1
OR52N2	sgRNA071596	1
OR52N2	sgRNA071595	1
OR52N2	sgRNA071593	1
OR52N2	sgRNA071594	1
WNT6	sgRNA020276	1
WNT6	sgRNA020275	1
WNT6	sgRNA020274	1
WNT6	sgRNA020273	1
TOP3A	sgRNA019452	1
TOP3A	sgRNA019449	1
TOP3A	sgRNA019451	1
TOP3A	sgRNA019450	1
CRYGD	sgRNA003984	1
CRYGD	sgRNA003981	1
CRYGD	sgRNA003982	1
CRYGD	sgRNA003983	1
PI4KA	sgRNA013998	1
PI4KA	sgRNA013999	1
PI4KA	sgRNA013997	1
PI4KA	sgRNA014000	1
YPEL1	sgRNA036632	1
YPEL1	sgRNA036634	1
YPEL1	sgRNA036633	1
YPEL1	sgRNA036631	1
